model_id,year,average_price
27,2015,22993333.3333333
43,2011,11326666.6666667
43,2017,29942000.0
43,2019,37796666.6666667
43,2020,40467500.0
44,2012,12653333.3333333
44,2014,16395000.0
51,2012,12793333.3333333
51,2019,24462500.0
52,2013,13156000.0
52,2017,18160000.0
52,2019,28912000.0
52,2023,30993333.0
53,2007,7275000.0
53,2010,33337766666.3333
53,2013,7817999.8
53,2014,11963333.3333333
53,2015,13826666.6666667
53,2017,16013333.3333333
56,2014,11213636.3636364
56,2015,10898000.0
56,2016,14422500.0
56,2017,17475714.2857143
56,2018,17502222.2222222
56,2019,18541000.0
56,2020,19956666.6666667
56,2023,27323333.3333333
57,2012,8814000.0
57,2018,14790000.0
68,2014,26700000.0
68,2017,42966666.6666667
68,2018,41376000.0
68,2021,74798571.4285714
68,2023,91095000.0
74,2010,12496666.6666667
74,2013,16614000.0
74,2014,20040000.0
74,2016,23286666.6666667
74,2017,29967500.0
74,2018,35402000.0
74,2019,44590000.0
74,2021,54956666.6666667
74,2022,65232857.1428571
74,2023,78850000.0
79,2014,10806666.6666667
79,2015,19333333.3333333
79,2017,19715000.0
79,2018,25956666.6666667
79,2019,31630000.0
79,2021,43352500.0
79,2022,48950000.0
79,2023,63300000.0
110,2013,11260660.0
110,2022,42430000.0
112,2022,39720000.0
116,2011,7900000.0
116,2013,13736000.0
116,2014,13039999.75
116,2015,15930000.0
116,2017,18194000.0
116,2018,18912500.0
116,2021,28000000.0
116,2023,40100000.0
117,2011,9633333.33333333
117,2017,15592500.0
118,2011,8483333.33333333
118,2013,11117500.0
122,2016,14080000.0
122,2017,15117500.0
122,2018,18153333.3333333
123,2017,13256000.0
123,2018,8348065833.25
123,2019,16911250.0
123,2021,20094999.8333333
124,2010,7300000.0
124,2011,8540000.0
124,2012,7583333.33333333
124,2013,9792000.0
124,2014,11190000.0
124,2015,10000000.0
129,2011,2750000.0
129,2014,3216666.66666667
134,2013,4426666.66666667
137,2013,2900000.0
137,2017,4360000.0
137,2020,4760000.0
149,2011,8687500.0
149,2014,12997500.0
149,2015,10913333.3333333
149,2016,12817500.0
149,2017,11816666.6666667
149,2018,16715999.8
149,2019,26300000.0
149,2021,27300000.0
149,2022,36186666.6666667
149,2023,40070000.0
150,2019,20242500.0
150,2020,24796000.0
150,2021,25663333.3333333
150,2022,29656666.6666667
151,2014,20147500.0
151,2017,28125000.0
151,2019,34160000.0
154,2011,3872307.69230769
154,2012,4130000.0
154,2013,3850000.0
154,2014,3998571.42857143
154,2015,4781666.66666667
154,2019,5963333.33333333
154,2020,6708333.33333333
154,2021,7059875.0
155,2012,14290127142.7143
155,2013,4789000.0
155,2014,5488000.0
156,2013,15050000.0
156,2015,24766666.6666667
156,2016,22827142.8571429
156,2017,23207500.0
156,2018,7166384999.85714
156,2019,29426000.0
156,2020,35360769.1538462
156,2021,36830769.2307692
156,2022,41671111.1111111
156,2023,49250652.4705882
156,2024,59332420.0
158,2011,3860000.0
158,2012,4150000.0
158,2013,3920208.33333333
158,2014,5887095882.23529
158,2015,4875882.35294118
158,2016,5205999.95
158,2017,6820000.0
158,2018,6596111.11111111
158,2019,6970357.14285714
158,2020,5270448421.0
158,2021,8213933.33333333
158,2022,8455555.55555556
158,2023,7705000.0
160,2012,6483333.33333333
160,2013,14292559999.8571
160,2014,16673367499.8333
160,2016,10100000.0
161,2006,2925000.0
161,2009,4900000.0
161,2010,3290000.0
161,2011,3981111.11111111
161,2012,4407142.85714286
161,2013,5063333.33333333
162,2006,2750000.0
162,2011,5400000.0
162,2018,6892500.0
163,1989,1830000.0
163,1993,2363333.33333333
163,1995,2650000.0
163,1997,2366666.66666667
163,1998,2925000.0
163,2000,3997500.0
163,2001,4100000.0
167,2018,15082500.0
169,2011,8584285.71428571
169,2013,7743750.0
169,2014,9293333.33333333
169,2015,10565000.0
169,2016,9520000.0
169,2017,11457000.0
169,2018,11298499.95
169,2019,4359113913.0
169,2020,12103888.8888889
169,2021,13322500.0
170,2010,3600000.0
170,2011,4555555.55555556
170,2012,5792500.0
170,2013,5622727.27272727
170,2014,6513846.15384615
170,2015,5233333.33333333
170,2016,7098333.33333333
172,2001,1540000.0
172,2002,1800000.0
172,2003,2430000.0
172,2004,1931250.0
172,2005,1792857.14285714
172,2006,2679000.0
172,2007,2521111.11111111
172,2008,16668958331.5
172,2009,2700000.0
172,2010,3160000.0
172,2011,2819999.8
173,2007,5963333.33333333
173,2009,5861666.66666667
173,2012,6962285.71428571
173,2013,7843333.33333333
173,2018,21455000.0
173,2019,19777000.0
173,2020,17173999.8
173,2021,22672222.2222222
173,2022,26802727.2727273
176,2007,4580000.0
176,2010,5842500.0
176,2011,6434000.0
176,2012,8449166.66666667
176,2013,8854166.66666667
176,2014,8961538.46153846
176,2015,10170646.4705882
176,2016,10247272.6363636
176,2017,21926000.0
176,2018,12876000.0
176,2019,13276666.6666667
176,2020,13278571.4285714
176,2021,14533684.2105263
176,2022,7156472629.0
177,2012,21176000.0
177,2016,29623333.3333333
179,2023,37596666.6666667
180,2004,1616667.33333333
180,2006,3000000.0
180,2007,3400000.0
180,2008,4834117.64705882
180,2009,2992857.14285714
180,2010,3492000.0
180,2011,4185555.55555556
180,2012,4495000.0
180,2013,3800000.0
180,2014,4852857.14285714
180,2016,5418000.0
200,2008,3933333.0
200,2009,4166666.66666667
200,2010,5066666.66666667
200,2012,5090000.0
200,2013,25004744999.75
200,2014,6343333.33333333
200,2017,9430000.0
200,2018,8796666.66666667
200,2019,12491800.0
200,2022,18466250.0
201,2005,2750000.0
201,2008,2900000.0
201,2011,4503333.33333333
201,2012,5419800.0
201,2013,10005146999.9
201,2014,6218000.0
201,2015,5658333.33333333
201,2017,7989166.66666667
201,2018,10337500.0
201,2019,10304500.0
201,2020,11665000.0
201,2021,5566674195.0
201,2022,12405625.0
201,2023,12778000.0
205,2023,31626666.6666667
208,2019,16125000.0
208,2020,18122500.0
208,2021,18209090.9090909
208,2023,24022857.1428571
212,2007,3333333.33333333
213,2010,3026666.66666667
213,2013,4912500.0
213,2015,6095000.0
213,2017,6823000.0
213,2018,6397857.14285714
213,2019,7509750.0
213,2020,9387333.33333333
213,2021,5273080526.26316
221,1999,1133333.33333333
226,2008,5663333.33333333
226,2014,7296000.0
240,2010,6025000.0
240,2011,6340000.0
240,2012,7453333.33333333
240,2013,7833333.33333333
240,2014,11119258888.7778
240,2015,10379230.7692308
240,2016,11066000.0
240,2017,11954000.0
240,2018,11354000.0
240,2019,13726666.6666667
241,2006,5266666.66666667
241,2008,6413333.33333333
241,2010,6412500.0
241,2012,11372500.0
241,2013,12585000.0
241,2014,12383333.3333333
241,2019,25563333.3333333
241,2020,21508333.1666667
242,2010,8325000.0
242,2012,9210000.0
246,2012,6117500.0
266,2017,5716666.66666667
266,2018,6194000.0
266,2019,6396000.0
266,2020,8066666.66666667
267,2014,6025000.0
267,2016,20006039999.8
267,2017,6923333.33333333
267,2018,5858000.0
269,2006,2333333.33333333
272,2004,2433333.33333333
276,2012,3937500.0
276,2013,4800000.0
276,2014,3897500.0
284,1997,6333333.33333333
284,2006,3550000.0
284,2008,7216666.66666667
284,2010,14291435714.1429
284,2011,8310000.0
284,2012,8350000.0
284,2013,11668888.8888889
284,2014,12620000.0
284,2015,12996666.6666667
284,2016,13244545.4545455
284,2017,16104545.4545455
284,2018,17484746.65
284,2019,19141111.1111111
284,2020,25047000.0
284,2021,27390562.5
284,2022,27602631.5789474
284,2023,32717777.7777778
285,2012,7398333.33333333
285,2013,7200000.0
285,2014,7167500.0
285,2015,7842727.27272727
285,2016,8561111.11111111
285,2017,9643333.33333333
285,2018,11351250.0
285,2019,10963333.3333333
286,2010,33337926666.3333
286,2011,8650000.0
286,2012,11693333.3333333
286,2013,8342484166.5
286,2014,13396923.0769231
286,2015,13472500.0
286,2016,17632777.7777778
286,2017,17017499.9375
286,2018,19812222.1666667
286,2019,21665384.6153846
286,2020,27305555.5555556
286,2021,33407202.7142857
286,2022,40816000.0
287,2007,5466666.66666667
287,2008,3066666.33333333
287,2010,7066666.66666667
287,2011,7525000.0
287,2012,7793333.33333333
287,2013,9409000.0
287,2014,9175555.55555556
287,2015,10950000.0
287,2016,8807272.63636364
287,2017,12510482499.875
287,2018,10972000.0
287,2019,13930000.0
287,2020,15826000.0
287,2022,25990000.0
287,2023,30730000.0
288,2012,17060000.0
288,2016,24242500.0
288,2019,33623333.3333333
288,2022,43633333.3333333
291,2012,5530000.0
291,2013,5394444.44444444
291,2014,6150000.0
291,2015,5640000.0
291,2016,6910000.0
291,2017,8022500.0
291,2018,7344285.71428571
291,2019,8592000.0
293,1999,5930000.0
293,2010,11294000.0
293,2011,12928333.3333333
293,2012,16571428.5714286
293,2013,15281538.4615385
293,2014,16585555.5555556
293,2015,20125714.2857143
293,2016,5904889411.70588
293,2017,4191449999.95833
293,2018,25220624.9375
293,2019,32824333.3333333
293,2020,37986538.4230769
293,2021,36450000.0
293,2022,46392500.0
293,2023,63908571.4285714
293,2024,87670000.0
296,2020,33358993333.0
298,2010,7223333.33333333
298,2013,10245000.0
298,2014,11918571.4285714
298,2015,12486000.0
298,2016,13953333.3333333
298,2017,15200666.6666667
298,2018,15462631.5263158
298,2019,17953333.3333333
298,2020,20581818.0909091
298,2021,28023333.3333333
298,2022,31062500.0
298,2023,31226666.6666667
299,2013,6683333.33333333
299,2014,7250000.0
299,2015,8408750.0
299,2016,8083333.33333333
299,2017,8434285.68571429
299,2018,9270833.33333333
299,2019,4010532399.96
299,2020,11063157.8947368
299,2021,11662222.2222222
299,2022,13311428.5714286
303,2013,2666666.66666667
304,2012,1784400.0
304,2013,2500000.0
304,2014,3526666.66666667
306,2019,8720000.0
312,2012,4775000.0
321,2013,11078000.0
321,2014,13250000.0
321,2021,34468000.0
322,2008,6700000.0
322,2012,11432500.0
322,2015,12960000.0
322,2016,17793333.3333333
322,2017,19530000.0
322,2018,21435247.5
322,2019,23126666.6666667
322,2020,31790000.0
322,2022,35180000.0
324,2016,11178000.0
324,2017,10970000.0
324,2018,13117500.0
324,2021,16372500.0
324,2022,17068000.0
325,2010,3330006.66666667
326,2007,6097500.0
326,2009,6231666.66666667
326,2010,7596666.66666667
326,2012,7370000.0
326,2013,8535000.0
326,2014,10525000.0
326,2015,11666250.0
326,2016,12063333.3333333
326,2019,17645714.2857143
328,2005,4580000.0
328,2008,5450000.0
328,2010,6283333.33333333
328,2013,7996666.33333333
328,2014,10630000.0
328,2015,10500000.0
328,2018,15767500.0
328,2019,16156666.6666667
329,2018,10363333.3333333
329,2019,8864000.0
329,2020,10145000.0
332,2012,10923333.3333333
333,2012,6862500.0
333,2013,7732500.0
333,2014,8105000.0
333,2019,13700000.0
334,2005,4133333.33333333
334,2006,4434615.38461538
334,2007,5010000.0
334,2008,5336900.0
334,2009,6127142.85714286
334,2010,7432000.0
334,2011,6988461.46153846
334,2012,8502727.27272727
334,2013,8954214.28571429
334,2014,9575384.61538462
334,2015,9947500.0
334,2016,11878666.6666667
334,2017,12279583.2916667
334,2018,3717106666.62963
334,2019,5276567894.63158
334,2020,15183076.9230769
334,2021,17038823.5294118
334,2022,17692352.8823529
334,2023,23972857.1428571
335,2005,5166666.66666667
335,2006,6590000.0
335,2007,6000000.0
338,2003,2400000.0
338,2008,6501818.18181818
338,2009,6827777.77777778
338,2010,6629090.81818182
338,2011,8717272.72727273
338,2012,8895555.55555556
338,2013,10929130.4347826
338,2014,12816666.6
338,2015,11985999.95
338,2016,14836000.0
338,2017,15146666.6666667
338,2018,16187000.0
338,2019,11127662222.1111
338,2020,25015817499.75
338,2021,23950000.0
338,2022,27323333.3333333
338,2023,27570000.0
339,2013,9522500.0
339,2014,9449999.75
339,2017,9866666.66666667
339,2018,12730000.0
339,2019,13420000.0
339,2021,18865000.0
340,2005,5562500.0
340,2008,6066666.66666667
340,2009,8498333.33333333
340,2010,8166666.66666667
340,2011,8911666.66666667
340,2014,10750000.0
340,2015,13825000.0
340,2016,12680000.0
340,2017,14940000.0
340,2018,16172500.0
340,2019,15930000.0
340,2020,24066666.6666667
345,2012,5866666.66666667
345,2013,8596666.66666667
345,2014,8043333.33333333
345,2016,8416666.66666667
345,2018,10992500.0
346,2011,3487500.0
346,2012,3805714.28571429
346,2013,4314285.71428571
346,2014,4800000.0
346,2018,6663333.33333333
346,2021,7300000.0
347,2007,2760000.0
347,2008,3146666.66666667
347,2009,3663333.33333333
348,2000,2975000.0
350,2005,3260000.0
350,2006,3133333.33333333
350,2007,3067333.33333333
350,2009,4500000.0
350,2010,4530000.0
350,2011,5150000.0
350,2012,7766666.66666667
350,2013,7528000.0
350,2014,7597500.0
350,2015,8133333.33333333
350,2016,9147500.0
350,2017,20008597999.8
350,2018,12013333.3333333
350,2020,33340763333.0
350,2021,15320000.0
350,2022,14483333.3333333
350,2023,16896666.6666667
352,2020,6648000.0
352,2021,6717500.0
352,2022,7495555.55555556
353,1998,1661250.0
353,2001,1783333.33333333
353,2004,2446666.66666667
353,2005,2362500.0
353,2006,3462500.0
353,2007,3365000.0
353,2008,3814285.71428571
353,2009,3496666.66666667
353,2010,3968888.88888889
353,2011,5850000.0
353,2012,5773912.60869565
353,2013,6063125.0
353,2014,6853200.0
353,2015,6889450.0
353,2016,7053913.0
353,2017,9049476.19047619
353,2018,7151868214.21429
353,2019,8255384.61538462
353,2020,8097333.33333333
353,2021,9616363.45454546
353,2022,10458571.4285714
353,2023,10962500.0
380,2011,17600000.0
380,2012,20354285.7142857
380,2013,20270000.0
380,2014,21993333.3333333
380,2015,21498571.4285714
380,2016,24900000.0
380,2018,30196666.6666667
380,2019,25163333.3333333
382,2011,12472500.0
382,2012,8683749.875
382,2013,13947000.0
382,2014,15708333.3333333
382,2015,17945000.0
382,2016,24794285.7142857
382,2017,23107777.7777778
382,2018,22581875.0
382,2019,23005000.0
382,2020,14310848571.2857
382,2021,35032000.0
382,2022,33263750.0
385,2007,5147500.0
385,2009,6730000.0
385,2010,5147499.75
385,2011,6719999.16666667
385,2012,10006300999.9
385,2013,7983333.33333333
385,2014,8534285.71428571
385,2015,8817500.0
385,2018,11756923.0769231
385,2019,14304545.4545455
385,2020,14985000.0
385,2021,17210000.0
385,2022,20770000.0
386,2023,30656666.6666667
389,1995,4150000.0
389,2012,10867500.0
389,2014,8824999.75
389,2015,13651666.6666667
389,2016,16347500.0
389,2019,19737500.0
393,2009,6000000.0
393,2010,5897500.0
393,2012,8075000.0
393,2013,8754285.71428571
393,2014,7151309999.92857
393,2015,10287692.3076923
393,2016,11048571.4285714
393,2017,11140588.1176471
393,2018,12910999.95
393,2019,15254090.9090909
393,2020,15644444.4444444
393,2021,19214000.0
393,2022,23178333.3333333
393,2023,21977000.0
395,2013,6496666.66666667
395,2014,7830000.0
395,2015,7990000.0
395,2017,8592500.0
395,2018,9602500.0
395,2019,14293267142.5714
395,2021,12467500.0
396,2006,5058000.0
396,2010,8318750.0
396,2011,8007142.85714286
396,2012,8932499.91666667
396,2013,10445000.0
396,2014,11774444.4444444
396,2015,12923750.0
396,2016,13687857.1428571
396,2017,14924166.6666667
396,2018,7707979999.92308
396,2019,19343333.3333333
396,2020,21972500.0
396,2021,23890000.0
399,2007,3833333.33333333
399,2009,4433333.33333333
399,2010,4376000.0
399,2011,4760000.0
399,2012,5496666.66666667
399,2015,7034285.71428571
399,2016,7400000.0
399,2019,9516666.66666667
400,2010,4022500.0
400,2011,4833316.66666667
400,2012,9096299999.90909
400,2013,6408888.88888889
400,2014,6014999.92857143
400,2015,7393462.57894737
400,2016,7331176.47058824
400,2017,8123000.0
400,2018,6674752666.53333
400,2019,9252500.0
400,2020,10113000.0
400,2021,10014615.3846154
400,2022,9101965454.45455
400,2023,12760000.0
401,2012,6100000.0
401,2013,5732307.69230769
401,2014,6426666.66666667
401,2015,6713000.0
401,2016,6910625.0
401,2017,7395714.28571429
401,2018,8395000.0
401,2019,7881428.5
401,2020,9439285.71428571
401,2021,10156000.0
401,2022,11156666.6666667
407,2008,2400000.0
407,2010,5962500.0
407,2011,5810000.0
407,2012,5597500.0
407,2013,6990947.75
407,2014,7327272.72727273
407,2015,8337777.77777778
407,2016,7339999.8
407,2017,9656000.0
407,2018,10508748.75
407,2019,11517500.0
407,2020,9099859090.72727
408,2022,29496666.6666667
409,2004,3317500.0
409,2006,4566666.66666667
409,2008,5183333.33333333
409,2009,4900000.0
409,2014,8672500.0
409,2023,17723333.3333333
410,2007,2716666.66666667
410,2008,3218000.0
410,2010,3628571.42857143
410,2011,3338999.9
410,2012,4918333.33333333
410,2013,7486363.63636364
410,2014,5369230.76923077
410,2015,5368000.0
410,2016,5517500.0
410,2017,3709448148.07407
410,2018,6615769.23076923
410,2019,5269533947.28947
410,2020,7243888.88888889
410,2021,4174007499.95833
410,2022,8083809.52380952
410,2023,9237146.93333333
414,2008,8317500.0
414,2012,9772500.0
414,2016,10996666.6666667
414,2017,13600000.0
414,2018,12690000.0
414,2019,15574000.0
414,2020,16287500.0
418,2017,9993333.33333333
418,2019,11765000.0
422,2019,54630000.0
423,2016,29460000.0
423,2017,19866666.6666667
423,2018,24039999.7142857
423,2019,26605000.0
425,2018,25595000.0
425,2019,37967500.0
431,2011,12260000.0
452,2013,5630000.0
452,2015,6566666.66666667
452,2017,9200000.0
452,2018,9002500.0
452,2020,9310000.0
453,2011,4233333.33333333
453,2013,5300000.0
453,2014,6156000.0
453,2015,7600000.0
453,2016,8266666.66666667
453,2017,7775000.0
453,2018,8200000.2
453,2019,8930000.0
453,2021,12245000.0
468,2007,3520000.0
468,2008,5533333.33333333
468,2009,4966666.66666667
468,2010,6533333.33333333
468,2013,8296000.0
468,2014,7173333.16666667
468,2015,9758333.33333333
468,2016,12282111.1111111
468,2017,13140000.0
468,2018,13830000.0
468,2019,15169090.9090909
469,2013,7260000.0
469,2017,7960000.0
470,2003,3275000.0
470,2005,3450000.0
470,2007,4550000.0
470,2008,4700000.0
470,2010,10480833.3333333
470,2011,5932222.22222222
470,2012,6830000.0
470,2013,6976142.85714286
470,2014,7623571.42857143
470,2015,9731485.59259259
470,2016,10013333.2222222
470,2017,10624999.9642857
470,2018,11575486.1666667
470,2019,12947142.8571429
470,2020,14699333.3333333
470,2021,16324223.3157895
470,2022,17632500.0
471,2009,4376666.66666667
471,2010,3125000.0
471,2011,4910000.0
471,2012,4942000.0
471,2013,5635000.0
471,2014,5795000.0
471,2015,5638181.72727273
471,2016,8894166.66666667
471,2017,8096666.66666667
471,2018,10932000.0
471,2019,9965714.28571429
471,2020,11160000.0
471,2021,15420000.0
472,2013,9985000.0
472,2014,10392000.0
472,2015,11317142.8571429
472,2016,13829333.3333333
472,2018,20973333.3333333
472,2019,22307500.0
472,2021,33353283333.0
473,2008,5327142.85714286
473,2011,6722500.0
473,2012,6955714.28571429
474,2013,10009562999.9
474,2014,10088235.2941176
474,2015,11763333.3333333
474,2016,12701000.0
474,2017,13072949.95
474,2018,15586641.025641
474,2019,17386666.6666667
474,2020,19568000.0
474,2021,19926190.4761905
474,2022,20405833.3333333
474,2023,20994999.9
475,2009,6200000.0
475,2011,8500000.0
475,2015,15266666.6666667
475,2016,13942857.1428571
475,2017,16154000.0
475,2018,16810001.2142857
475,2019,18465454.5454545
475,2020,7710671538.38461
475,2021,22804545.4545455
475,2022,27438749.875
475,2023,29996666.6666667
492,2013,23226666.6666667
513,2011,17733333.3333333
517,2014,20630000.0
542,2014,10963333.0
542,2015,17595000.0
564,2018,29826666.6666667
570,2017,24624000.0
570,2020,26912500.0
570,2022,39990000.0
571,2012,10033333.3333333
571,2013,11620000.0
575,2013,12557500.0
575,2014,12780000.0
575,2015,16281428.5714286
575,2016,15982727.2727273
575,2017,16096000.0
575,2018,17067500.0
575,2019,16684674999.8333
575,2020,23102500.0
575,2021,26734000.0
583,2020,9574000.0
583,2021,10291111.1111111
583,2022,12256666.6666667
586,2013,3845000.0
586,2014,4537500.0
586,2016,5982000.0
586,2017,5600833.33333333
586,2018,5804000.0
586,2019,7699166923.0
586,2020,7143846.15384615
586,2021,7407241.37931035
586,2022,7821785.71428571
586,2023,9154545.45454546
595,2012,10958000.0
595,2014,10852000.0
595,2016,11650000.0
595,2019,15793333.3333333
595,2021,20293333.3333333
595,2022,31160000.0
598,2014,7826666.66666667
598,2015,9693333.33333333
598,2016,10692000.0
598,2017,9989230.69230769
598,2018,16676538333.1667
598,2019,14124166.6666667
598,2020,10012143999.9
598,2021,17192500.0
598,2022,20732000.0
599,2007,7750000.0
599,2011,9833333.33333333
599,2015,13030000.0
599,2017,18903333.3333333
599,2018,9106779999.81818
599,2019,20192222.2222222
599,2020,33349829999.6667
599,2021,19749999.75
600,2007,6733333.33333333
600,2010,7499999.66666667
600,2013,16000000.0
600,2015,16715000.0
600,2016,20710000.0
601,2008,5396666.66666667
601,2011,6263333.33333333
601,2012,6998333.33333333
601,2013,7366666.66666667
601,2014,5559999.66666667
602,2000,3166666.66666667
602,2008,7066666.66666667
602,2012,8563333.33333333
602,2013,10067000.0
602,2014,9184583.29166667
602,2015,3713359629.59259
602,2016,12719130.4347826
602,2017,12066399.92
602,2018,3138483124.96875
602,2019,2513279499.95
602,2020,16509285.6785714
602,2021,19551432.4054054
602,2022,19703243.2432432
602,2023,26561111.1111111
606,2019,11360000.0
606,2020,12177500.0
606,2021,15433333.3333333
606,2022,15792000.0
609,2009,6422500.0
609,2011,6600000.0
609,2013,6520000.0
609,2014,9313333.33333333
609,2015,10378333.3333333
609,2016,11770000.0
609,2017,11608142.8571429
609,2018,13072499.9642857
609,2019,11895384.5384615
609,2020,14665000.0
609,2021,14839000.0
609,2022,17301000.0
609,2023,25442500.0
610,2012,5181666.66666667
610,2013,5200000.0
610,2014,5372500.0
610,2015,5746000.0
610,2016,7135714.28571429
610,2017,8331111.11111111
610,2018,7304444.44444444
610,2019,7518571.42857143
610,2020,9224999.92857143
610,2021,11006116.6666667
610,2022,10482146.75
610,2023,12682000.0
611,2007,2075000.0
611,2010,11087500.0
612,2007,4000000.0
612,2011,4003750.0
612,2012,5097500.0
612,2013,5142500.0
612,2016,6463333.33333333
613,2004,6566666.66666667
613,2005,5686000.0
613,2006,6887500.0
613,2010,7490000.0
613,2011,7158181.81818182
613,2012,6464999.9375
613,2013,8048000.0
613,2014,8651428.57142857
615,2011,4566666.66666667
615,2015,6866666.66666667
615,2016,7233333.33333333
615,2017,8478750.0
615,2018,9392000.0
615,2019,20007795799.8
615,2021,12641666.6666667
615,2022,16496666.6666667
616,2011,7015000.0
616,2012,7207777.77777778
616,2013,7464000.0
616,2014,7398947.31578947
616,2015,8826667.04761905
616,2016,9363124.9375
616,2017,10457419.3548387
616,2018,12029523.8095238
616,2019,11523750.0
616,2020,13088000.0
616,2021,14052857.1428571
616,2022,15353333.3333333
616,2023,19253333.3333333
617,1999,3293333.33333333
620,2013,12300000.0
620,2014,10412000.0
620,2015,12991666.6666667
620,2016,13675000.0
620,2017,14412222.2222222
620,2018,16383000.0
620,2020,21908333.3333333
621,2012,9826666.66666667
622,2010,7513333.33333333
622,2011,8600000.0
622,2012,7833333.33333333
622,2013,9670000.0
622,2014,10275000.0
622,2015,5565069999.94444
622,2020,13775714.1428571
622,2021,19076470.5882353
622,2022,23290000.0
622,2023,29917500.0
624,2012,4627142.85714286
624,2013,4585000.0
624,2014,5462500.0
624,2015,5647500.0
624,2016,5132499.91666667
624,2017,6367142.85714286
624,2018,5381250.125
624,2019,6822500.0
636,2014,6643750.0
636,2015,9347500.0
636,2016,7246000.0
636,2019,9490000.0
636,2021,11816000.0
636,2022,13199375.7272727
636,2023,13467500.0
639,2013,8024444.44444444
642,2010,3515000.0
642,2012,4263333.33333333
642,2013,14289428571.2857
642,2014,5618333.33333333
642,2015,5735000.0
642,2016,6455000.0
642,2017,7511428.57142857
642,2018,4006913599.96
642,2019,8392142.78571429
642,2020,10506296.2962963
642,2021,10163846.0769231
642,2022,13781666.5833333
642,2023,18520000.0
642,2024,18190000.0
644,2013,7472500.0
644,2014,7425000.0
644,2017,33339926666.3333
644,2020,16090000.0
644,2021,15695000.0
646,2016,15420000.0
646,2017,15080000.0
646,2018,16877139.0
650,2018,16351999.9
650,2019,16767142.7142857
650,2020,19895000.0
650,2023,28026666.6666667
650,5008,19640000.0
651,2009,5263333.33333333
652,2003,2826666.66666667
654,2009,4796666.66666667
654,2011,5696666.66666667
654,2012,5900000.0
654,2013,7342500.0
654,2014,8478000.0
654,2015,8525714.28571429
654,2016,11770000.0
654,2017,11914000.0
654,2018,11871875.0
654,2019,13947777.7777778
654,2020,15038571.4285714
654,2021,13726500.0
654,2022,19166714.5
654,2023,21396250.0
655,2004,3100000.0
655,2006,3081666.66666667
655,2007,4141666.66666667
655,2008,4650000.0
657,2015,10466666.6666667
657,2017,14133846.1538462
657,2018,16025625.0
657,2019,16219166.6666667
657,2020,17335789.4210526
657,2021,3864785384.53846
657,2022,21754000.0
